datetime,1F_AC-W,1F_LTG-W,1F_SP-W,2F_AC-W,2F_LTG-W,2F_SP-W,GF_AC-W,GF_LTG-W,GF_SP-W,LIFT-W,PUBLIC_AC-W,PUBLIC_LTG-W,PUBLIC_LTG_E-W,PUBLIC_SP-W,PUBLIC_SP_E-W,PUMP1-W,PUMP2-W
2015-10-20 15:00:00,,,17780.0,,,,3041.0000000018626,3030.0,3780.0,355.0,4740.0,644.0,280.0,1119.9999999990687,2580.0,920.0,0.0
2015-10-20 16:00:00,,,20320.0,,,,3006.0000000018626,3340.0,3820.0,309.0,5190.0,606.0,283.0,1106.0,2630.0,680.0,0.0
2015-10-20 17:00:00,,,20300.0,,,,3047.9999999981374,3670.0,3660.0,321.0,5310.0,644.0,277.0,1041.9999999990687,2640.0,1010.0,0.0
2015-10-20 18:00:00,,,23000.0,,,,3045.9999999981374,3010.0,3860.0,279.00000000046566,5550.0,501.0,283.0,1394.0000000009313,2730.0,1560.0,1.0
2015-10-20 19:00:00,,,21850.0,,,,3013.0000000018626,2510.0,3690.0,307.99999999953434,5470.0,592.0,283.0,1317.0,2880.0,1760.0,0.0
2015-10-20 20:00:00,,,20730.0,,,,3125.0,2460.0,3560.0,286.0,5600.0,455.99999999953434,276.0,1091.0000000009313,2840.0,1290.0,0.0
2015-10-20 21:00:00,,,19890.0,,,,3270.0,2850.0,3600.0,339.99999999953434,5580.0,464.00000000046566,279.0,1117.9999999981374,2890.0,1540.0,0.0
2015-10-20 22:00:00,,,13880.0,,,,1866.0,670.0,2900.0,230.0,5470.0,352.0,276.0,1342.0000000009313,2810.0,1250.0,0.0
2015-10-20 23:00:00,,,4220.0,,,,37.0,50.0,2780.0,187.00000000046566,5050.0,346.0,276.99999999976717,1121.9999999990687,2530.0,320.0,0.0
2015-10-21 00:00:00,,,2300.0,,,,5.000000001862645,50.0,2880.0,190.0,4260.0,342.0,273.00000000023283,641.0,2420.0,80.0,0.0
2015-10-21 01:00:00,,,2110.0,,,,4.999999998137355,40.0,2840.0,180.0,4040.0,335.0,277.0,525.0000000009313,2450.0,100.0,0.0
2015-10-21 02:00:00,,,2270.0,,,,4.0,50.0,2850.0,185.0,3970.0,332.99999999953434,271.0,531.0000000009313,2400.0,80.0,0.0
2015-10-21 03:00:00,,,2320.0,,,,4.0,40.0,2770.0,182.0,4040.0,327.00000000046566,281.0,526.9999999981374,2440.0,80.0,0.0
2015-10-21 04:00:00,,,2190.0,,,,5.0,50.0,2750.0,185.0,3960.0,341.0,272.99999999976717,535.0,2450.0,80.0,0.0
2015-10-21 05:00:00,,,2730.0,,,,4.0,40.0,2830.0,180.0,4030.0,331.0,278.00000000023283,521.0000000009313,2390.0,180.0,0.0
2015-10-21 06:00:00,,,2190.0,,,,4.000000001862645,50.0,2870.0,186.0,4250.0,341.0,280.0,546.0,2440.0,420.0,0.0
2015-10-21 07:00:00,,,2070.0,,,,142.99999999813735,40.0,2820.0,181.0,4990.0,547.0,274.0,929.0,2500.0,900.0,0.0
2015-10-21 08:00:00,,,2130.0,,,,644.0,660.0,3010.0,185.0,5070.0,390.99999999953434,279.0,1018.0,2600.0,390.0,0.0
2015-10-21 09:00:00,,,2300.0,,,,2617.0,2900.0,3670.0,372.0,4720.0,1000.0,293.0,984.0000000009313,2570.0,430.0,0.0
2015-10-21 10:00:00,,,19320.0,,,,3064.0,4050.0,3710.0,328.00000000046566,4460.0,1088.0000000004657,319.0,1020.9999999990687,2620.0,1400.0,0.0
2015-10-21 11:00:00,,,30070.0,,,,3031.0,3580.0,3770.0,330.99999999953434,4190.0,1556.0,316.0,1181.0,2570.0,1480.0,0.0
2015-10-21 12:00:00,,,29840.0,,,,3010.0000000018626,4570.0,3690.0,296.0,4330.0,882.0000000004657,324.0,1281.9999999990687,2640.0,1170.0,1.0
2015-10-21 13:00:00,,,35020.0,,,,3020.9999999981374,3830.0,3960.0,348.0,4340.0,712.9999999995343,325.0,1218.0000000009313,2640.0,1430.0,0.0
2015-10-21 14:00:00,,,33390.0,,,,2983.0,4670.0,4140.0,436.0,5060.0,667.0,317.0,1037.0,2570.0,1430.0,0.0
2015-10-21 15:00:00,,,35280.0,,,,2941.0,3450.0,4080.0,370.0,5650.0,773.0,321.99999999976717,1109.9999999990687,2630.0,1430.0,0.0
2015-10-21 16:00:00,,,33860.0,,,,3005.0,3240.0,4670.0,418.0,5740.0,584.0000000004657,316.00000000023283,1069.0000000009313,2590.0,1560.0,0.0
2015-10-21 17:00:00,,,29140.0,,,,2974.0,4320.0,4050.0,317.0,5710.0,656.9999999990687,320.0,1076.0,2650.0,1720.0,0.9999999998835847
2015-10-21 18:00:00,,,23400.0,,,,3140.0,2930.0,4230.0,315.0,5070.0,468.0000000009313,313.0,1388.0,2740.0,1780.0,0.0
2015-10-21 19:00:00,,,27100.0,,,,3120.0,3700.0,3750.0,321.0,5100.0,460.99999999953434,315.0,1849.0000000009313,2880.0,1690.0,1.0000000001164153
2015-10-21 20:00:00,,,25690.0,,,,3110.0,3510.0,3100.0,269.0,4970.0,456.0,315.0,1726.9999999981374,2790.0,1520.0,0.0
2015-10-21 21:00:00,,,23300.0,,,,3086.0,2870.0,2990.0,299.0,5090.0,463.0,319.0,1702.0000000018626,2870.0,1330.0,0.0
2015-10-21 22:00:00,,,14060.0,,,,1720.0,2200.0,3430.0,356.0,4910.0,351.0,312.0,1701.9999999990687,2830.0,1450.0,0.0
2015-10-21 23:00:00,,,2860.0,,,,38.0,50.0,3080.0,268.0,4610.0,354.00000000046566,319.99999999976717,1643.0,2720.0,950.0,0.0
2015-10-22 00:00:00,,,2290.0,,,,4.0,50.0,3240.0,268.0,3800.0,350.0,316.00000000023283,1261.0,2590.0,1750.0,0.0
2015-10-22 01:00:00,,,2200.0,,,,5.0,40.0,3030.0,265.0,3600.0,333.9999999990687,316.99999999976717,1046.9999999990687,2620.0,1490.0,0.0
2015-10-22 02:00:00,,,2190.0,,,,5.0,50.0,3220.0,267.0,3520.0,342.00000000046566,310.00000000023283,1054.0,2600.0,490.0,0.0
2015-10-22 03:00:00,,,2230.0,,,,4.0,40.0,3220.0,266.0,3600.0,334.0,322.0,1015.0000000009313,2570.0,80.0,0.0
2015-10-22 04:00:00,,,2270.0,,,,4.0,50.0,3090.0,273.00000000046566,3600.0,343.0,319.00000000023283,1014.0,2620.0,100.0,0.0
2015-10-22 05:00:00,,,2820.0,,,,5.0,50.0,3080.0,272.99999999953434,3510.0,339.0,311.99999999976717,1009.0,2560.0,250.0,0.0
2015-10-22 06:00:00,,,2190.0,,,,4.0,40.0,3260.0,265.0,3830.0,339.99999999953434,318.0,961.0000000009313,2600.0,360.0,0.0
2015-10-22 07:00:00,,,2140.0,,,,144.0,50.0,3130.0,270.99999999953434,4480.0,537.0000000004657,313.0,869.0,2560.0,1030.0,0.0
2015-10-22 08:00:00,,,2200.0,,,,165.0,40.0,3040.0,325.00000000046566,4470.0,349.00000000046566,321.0,1207.9999999990687,2610.0,370.0,0.0
2015-10-22 09:00:00,,,2140.0,,,,298.0,460.0,3300.0,421.0,4700.0,945.9999999990687,315.0,1054.0,2550.0,1550.0,0.0
2015-10-22 10:00:00,,,16670.0,,,,2974.0000000018626,4840.0,3670.0,398.99999999953434,4870.0,882.0000000004657,316.0,799.0000000009313,2600.0,1640.0,0.0
2015-10-22 11:00:00,,,29460.0,,,,3131.9999999981374,5370.0,3710.0,411.00000000046566,4610.0,1265.9999999995343,321.0,875.0,2620.0,1550.0,1.0
2015-10-22 12:00:00,,,28820.0,,,,3136.0,4580.0,3870.0,341.0,4320.0,847.0000000009313,314.0,894.0,2590.0,1490.0,1.0
2015-10-22 13:00:00,,,29100.0,,,,3183.0,5630.0,3980.0,323.0,3970.0,716.0,323.0,965.9999999990687,2630.0,1560.0,0.0
2015-10-22 14:00:00,,,29540.0,,,,3112.0,5040.0,3730.0,293.00000000046566,4530.0,657.9999999995343,318.0,1137.0,2570.0,1480.0,0.0
2015-10-22 15:00:00,,,21360.0,,,,3100.0,5500.0,4030.0,460.99999999953434,5160.0,858.0,323.0,1193.0,2620.0,1170.0,0.0
2015-10-22 16:00:00,,,18780.0,,,,3132.0000000018626,3950.0,3590.0,351.0,5370.0,601.0,319.0,1171.0,2580.0,850.0,0.0
2015-10-22 17:00:00,,,22500.0,,,,3229.9999999981374,5130.0,3560.0,306.99999999953434,5130.0,598.0,322.0,1148.9999999990687,2630.0,990.0,1.0
2015-10-22 18:00:00,,,21840.0,,,,3092.0,3510.0,3650.0,286.00000000046566,5000.0,503.99999999953434,310.0,1454.0000000018626,2730.0,2320.0,0.0
2015-10-22 19:00:00,,,21700.0,,,,3215.0,3040.0,3890.0,285.0,5070.0,590.0000000004657,320.0,1305.9999999990687,2860.0,1910.0,0.0
2015-10-22 20:00:00,,,26250.0,,,,3653.0,4000.0,4120.0,295.0,4980.0,454.00000000046566,315.0,1085.0000000009313,2800.0,1240.0,0.0
2015-10-22 21:00:00,,,26210.0,,,,3513.0,3170.0,3240.0,287.0,5060.0,461.99999999953434,319.0,1104.9999999990687,2840.0,1150.0,0.0
2015-10-22 22:00:00,,,16100.0,,,,2079.0,1250.0,2890.0,278.0,4980.0,355.00000000046566,320.0,1495.0000000009313,2830.0,1120.0,0.0
2015-10-22 23:00:00,,,8340.0,,,,36.0,50.0,3230.0,185.0,4770.0,340.0,309.00000000023283,1087.9999999981374,2490.0,390.0,0.0
2015-10-23 00:00:00,,,2870.0,,,,4.0,50.0,3130.0,186.99999999953434,3780.0,344.99999999953434,308.99999999976717,663.0,2470.0,670.0,0.0
2015-10-23 01:00:00,,,2280.0,,,,5.0,50.0,3140.0,184.00000000046566,3630.0,331.99999999953434,315.0,539.0000000009313,2430.0,100.0,0.0
2015-10-23 02:00:00,,,2330.0,,,,4.0,40.0,3080.0,187.0,3610.0,342.00000000046566,319.0,544.0,2470.0,80.0,0.0
2015-10-23 03:00:00,,,2220.0,,,,5.0,50.0,3320.0,186.0,3500.0,334.0,308.0,518.0,2390.0,80.0,0.0
2015-10-23 04:00:00,,,2700.0,,,,4.000000001862645,40.0,3080.0,184.99999999953434,3570.0,337.99999999953434,316.0,532.0000000009313,2430.0,450.0,0.0
2015-10-23 05:00:00,,,2180.0,,,,3.999999998137355,50.0,3030.0,186.00000000093132,3510.0,330.0000000009313,310.0,522.9999999990687,2410.0,90.0,0.0
2015-10-23 06:00:00,,,2300.0,,,,5.0,40.0,3120.0,183.99999999953434,3760.0,339.9999999990687,314.0,535.0,2460.0,370.0,0.0
2015-10-23 07:00:00,,,2210.0,,,,141.0,50.0,3230.0,187.0,4460.0,553.0,310.0,1129.0000000009313,2480.0,850.0,0.0
2015-10-23 08:00:00,,,2740.0,,,,158.0,40.0,3150.0,245.99999999953434,4610.0,431.00000000046566,316.0,1150.0,2600.0,1060.0,0.0
2015-10-23 09:00:00,,,2250.0,,,,311.0,1370.0,3510.0,291.0000000009313,4550.0,863.0000000004657,310.0,1064.0,2600.0,730.0,0.0
2015-10-23 10:00:00,,,9800.0,,,,3118.0,4870.0,3920.0,382.99999999953434,4150.0,951.0,314.0,904.9999999990687,2560.0,850.0,0.0
2015-10-23 11:00:00,,,32710.0,,,,3064.0,5260.0,4340.0,272.0,4140.0,1137.9999999990687,319.00000000023283,984.0,2630.0,1520.0,1.0
2015-10-23 12:00:00,,,24210.0,,,,3081.0,4480.0,4340.0,214.0,3570.0,902.0000000009313,318.99999999976717,967.9999999990687,2550.0,770.0,0.0
2015-10-23 13:00:00,,,31970.0,,,,3165.0,6370.0,4420.0,234.99999999953434,3390.0,806.9999999995343,323.0,1050.0000000009313,2590.0,1290.0,0.0
2015-10-23 14:00:00,,,26600.0,,,,3030.0,4990.0,4560.0,455.00000000046566,3760.0,687.0,313.0,1210.9999999990687,2570.0,1560.0,
2015-10-23 15:00:00,,,25970.0,,,,3082.0,6380.0,4530.0,442.0,5140.0,927.0000000004657,315.0,1263.0000000009313,2630.0,1920.0,
2015-10-23 16:00:00,,,26550.0,,,,3104.9999999981374,4620.0,4370.0,337.0,5610.0,630.9999999995343,306.0,1294.0,2590.0,1590.0,3.0
2015-10-23 17:00:00,,,25380.0,,,,3044.0000000018626,5120.0,4420.0,238.0,5540.0,664.0000000004657,323.0,1254.0000000009313,2600.0,1110.0,0.0
2015-10-23 18:00:00,,,27500.0,,,,3104.0,4130.0,4670.0,184.0,5400.0,474.99999999953434,318.0,1540.9999999990687,2690.0,1270.0,0.0
2015-10-23 19:00:00,,,30030.0,,,,3218.0,3970.0,4250.0,205.99999999953434,5520.0,588.0,319.0,1344.0000000009313,2850.0,1850.0,1.0
2015-10-23 20:00:00,,,27780.0,,,,3149.0,4300.0,3740.0,229.00000000046566,5460.0,462.00000000046566,310.0,1109.9999999990687,2860.0,1770.0,0.0
2015-10-23 21:00:00,,,26940.0,,,,3077.0000000018626,3060.0,3300.0,223.0,5270.0,454.99999999953434,315.0,1092.0,2820.0,1460.0,0.0
2015-10-23 22:00:00,,,10730.0,,,,1043.9999999981374,960.0,2840.0,220.0,4710.0,357.0,314.0,1538.0000000009313,2880.0,610.0,0.0
2015-10-23 23:00:00,,,2300.0,,,,36.000000001862645,50.0,2740.0,188.0,4500.0,339.99999999953434,307.0,1081.0,2500.0,100.0,0.0
2015-10-24 00:00:00,,,2160.0,,,,3.999999998137355,40.0,3020.0,186.00000000046566,3890.0,346.00000000046566,317.0,645.9999999990687,2470.0,90.0,0.0
2015-10-24 01:00:00,,,2390.0,,,,5.000000001862645,50.0,2890.0,187.99999999953434,3580.0,335.0,310.0,553.0,2440.0,100.0,0.0
2015-10-24 02:00:00,,,2310.0,,,,4.999999998137355,50.0,2830.0,185.0,3630.0,345.0,315.0,546.0,2470.0,100.0,0.0
2015-10-24 03:00:00,,,2260.0,,,,4.0,40.0,2890.0,188.0,3580.0,339.0,314.0,544.0,2440.0,100.0,0.0
2015-10-24 04:00:00,,,2190.0,,,,5.0,50.0,2930.0,184.00000000046566,3610.0,341.99999999953434,315.0,525.0000000009313,2450.0,90.0,0.0
2015-10-24 05:00:00,,,2720.0,,,,4.0,40.0,2840.0,185.99999999953434,3510.0,337.00000000046566,309.0,530.9999999990687,2430.0,550.0,0.0
2015-10-24 06:00:00,,,2210.0,,,,5.0,50.0,2840.0,183.0,3610.0,332.00000000046566,317.0,526.0,2410.0,370.0,0.0
2015-10-24 07:00:00,,,2180.0,,,,142.0,40.0,2770.0,185.0,4150.0,554.9999999995343,317.0,1140.0,2580.0,980.0,0.0
2015-10-24 08:00:00,,,2280.0,,,,336.0,2590.0,3120.0,316.0,4430.0,337.00000000046566,308.0,1074.0,2550.0,530.0,0.0
2015-10-24 09:00:00,,,3560.0,,,,3005.0,3660.0,4010.0,354.0,4580.0,805.9999999995343,315.0,1127.0000000009313,2600.0,850.0,0.0
2015-10-24 10:00:00,,,21920.0,,,,3194.0,5270.0,3540.0,275.0,4790.0,1141.9999999995343,305.0,1170.9999999981374,2560.0,1310.0,1.0
2015-10-24 11:00:00,,,31030.0,,,,3073.0,4640.0,3550.0,277.0,4860.0,1353.0000000004657,317.0,1257.0000000009313,2600.0,1380.0,0.0
2015-10-24 12:00:00,,,34820.0,,,,3203.0,5580.0,3870.0,251.0,5100.0,732.0,313.0,1195.0,2580.0,1650.0,2.0
2015-10-24 13:00:00,,,38300.0,,,,3130.0,5140.0,4680.0,236.0,5280.0,716.0,317.0,1215.0,2640.0,1930.0,2.0
2015-10-24 14:00:00,,,39050.0,,,,3087.9999999981374,5950.0,,387.00000000046566,5610.0,671.9999999995343,311.99999999976717,1369.0000000009313,2620.0,2010.0,1.0
2015-10-24 15:00:00,,,30780.0,,,,3414.0000000018626,4600.0,4270.0,355.0,,620.0,324.00000000023283,1264.9999999990687,2580.0,2250.0,0.0
2015-10-24 16:00:00,,,24350.0,,,,3579.0,5200.0,,295.99999999953434,,616.0,318.00000000023283,1230.0,2630.0,2080.0,1.0
2015-10-24 17:00:00,,,25940.0,,,,3350.0,4100.0,4190.0,219.00000000046566,6020.0,575.0,319.99999999976717,1210.0000000009313,2560.0,1460.0,0.0
2015-10-24 18:00:00,,,22220.0,,,,3161.0,4700.0,4340.0,203.0,6030.0,472.00000000046566,319.0,1527.0,2760.0,1650.0,0.0
2015-10-24 19:00:00,,,25220.0,,,,3300.0,3840.0,4210.0,213.99999999906868,5830.0,581.0,310.0,1425.9999999990687,2830.0,2320.0,1.0
2015-10-24 20:00:00,,,27710.0,,,,3577.0,4380.0,4210.0,305.0,5750.0,464.0,321.0,1104.0,2880.0,1610.0,0.0
2015-10-24 21:00:00,,,24060.0,,,,3503.0,3900.0,4380.0,210.0,5440.0,456.00000000046566,316.0,1082.0,2820.0,1460.0,1.0
2015-10-24 22:00:00,,,12600.0,,,,1209.0,1310.0,3600.0,232.00000000046566,4880.0,2996.0,319.0,1545.0,2860.0,1000.0,0.0
2015-10-24 23:00:00,,,2290.0,,,,37.0,50.0,3510.0,184.00000000046566,4490.0,,313.0,1102.0000000009313,2540.0,90.0,0.0
2015-10-25 00:00:00,,,2300.0,,,,4.999999998137355,50.0,3630.0,183.99999999953434,3870.0,,308.0,624.0,2410.0,90.0,0.0
2015-10-25 01:00:00,,,2270.0,,,,4.000000001862645,40.0,3780.0,186.0,3550.0,2947.0000000004657,316.0,528.9999999981374,2470.0,100.0,0.0
2015-10-25 02:00:00,,,2730.0,,,,4.999999998137355,50.0,3610.0,188.0,3610.0,2522.0,311.0,543.0000000018626,2410.0,260.0,0.0
2015-10-25 03:00:00,,,2340.0,,,,5.000000001862645,50.0,3600.0,184.00000000046566,3570.0,2541.0,313.0,538.9999999990687,2460.0,100.0,0.0
2015-10-25 04:00:00,,,2270.0,,,,4.0,40.0,3670.0,187.99999999953434,3630.0,2158.0000000004657,310.0,528.0,2430.0,80.0,0.0
2015-10-25 05:00:00,,,2330.0,,,,5.0,50.0,3750.0,184.0,3570.0,2037.9999999995343,316.0,536.0,2470.0,130.0,0.0
2015-10-25 06:00:00,,,2220.0,,,,4.0,40.0,3650.0,186.99999999953434,3600.0,2055.9999999995343,309.0,522.0000000009313,2410.0,730.0,0.0
2015-10-25 07:00:00,,,2230.0,,,,142.99999999813735,50.0,3640.0,183.0,4220.0,1958.0000000004657,316.0,952.9999999990687,2520.0,860.0,0.0
2015-10-25 08:00:00,,,2230.0,,,,226.0000000037253,330.0,3890.0,260.00000000046566,4380.0,1906.0,311.0,1260.0000000009313,2570.0,810.0,0.0
2015-10-25 09:00:00,,,2280.0,,,,2775.9999999981374,5330.0,4390.0,331.0,5110.0,2224.0,314.0,1226.0,2610.0,840.0,0.0
2015-10-25 10:00:00,,,23890.0,,,,3157.0,4010.0,4610.0,343.0,4760.0,1958.0000000004657,307.0,1212.9999999981374,2590.0,1750.0,0.0
2015-10-25 11:00:00,,,25990.0,,,,3109.0,5170.0,4350.0,282.0,4980.0,1166.9999999995343,319.0,1272.0000000009313,2570.0,1750.0,0.0
2015-10-25 12:00:00,,,34370.0,,,,3262.0,4870.0,,200.00000000046566,4430.0,738.0000000004657,314.0,1252.0,2590.0,1290.0,0.0
2015-10-25 13:00:00,,,39040.0,,,,3409.0,4740.0,4730.0,313.9999999990687,4960.0,604.9999999995343,320.0,1167.0,2630.0,1670.0,1.0
2015-10-25 14:00:00,,,35240.0,,,,3410.0,5100.0,4480.0,294.00000000046566,4970.0,593.0,321.0,1252.0,2630.0,1830.0,0.0
2015-10-25 15:00:00,,,36910.0,,,,3584.0,3920.0,4460.0,426.0,5290.0,599.0,318.0,1180.0,2580.0,,0.0
2015-10-25 16:00:00,,,30530.0,,,,3072.0,5090.0,4520.0,324.0,4860.0,617.0,316.0,1184.0,2640.0,2100.0,2.0
2015-10-25 17:00:00,,,28880.0,,,,3100.0,3800.0,3450.0,245.99999999953434,5060.0,548.0,310.0,1086.0000000009313,2590.0,1820.0,0.0
2015-10-25 18:00:00,,,24390.0,,,,3170.0,4680.0,3760.0,217.00000000046566,5040.0,509.0,320.0,1473.0,2770.0,2060.0,0.0
2015-10-25 19:00:00,,,25480.0,,,,3092.0000000018626,2970.0,3510.0,276.0,4960.0,589.0,305.99999999976717,1343.9999999990687,2830.0,2040.0,0.0
2015-10-25 20:00:00,,,27340.0,,,,3353.9999999981374,3170.0,3430.0,198.99999999953434,5430.0,471.00000000046566,314.00000000023283,1097.0,2890.0,,0.0
2015-10-25 21:00:00,,,26610.0,,,,3145.0,3840.0,3760.0,203.0,5360.0,470.99999999953434,314.0,1108.0,2860.0,2040.0,1.0
2015-10-25 22:00:00,,,15530.0,,,,1767.0,2640.0,2940.0,249.00000000046566,5070.0,357.0,317.0,1296.0,2830.0,1540.0,0.0
2015-10-25 23:00:00,,,2430.0,,,,136.0,30.0,2820.0,187.00000000046566,4400.0,350.0,308.0,1103.0,2560.0,170.0,0.0
2015-10-26 00:00:00,,,2390.0,,,,4.0,50.0,2880.0,184.99999999953434,3750.0,341.00000000046566,315.0,623.0,2420.0,90.0,0.0
2015-10-26 01:00:00,,,3290.0,,,,5.0,50.0,2850.0,184.0,3460.0,345.99999999953434,314.00000000023283,537.0,2470.0,420.0,0.0
2015-10-26 02:00:00,,,2350.0,,,,4.0,40.0,2920.0,185.0,3470.0,345.00000000046566,317.99999999976717,515.9999999981374,2430.0,170.0,0.0
2015-10-26 03:00:00,,,2370.0,,,,5.000000001862645,50.0,2900.0,189.0,3300.0,352.9999999990687,320.0,554.0,2480.0,120.0,0.0
2015-10-26 04:00:00,,,2690.0,,,,3.999999998137355,50.0,2810.0,187.0,3090.0,345.00000000046566,312.0,532.0000000018626,2440.0,200.0,0.0
2015-10-26 05:00:00,,,2380.0,,,,3.999999998137355,40.0,2880.0,184.0,3050.0,344.0,318.0,537.0,2470.0,100.0,0.0
2015-10-26 06:00:00,,,2280.0,,,,5.000000001862645,50.0,3040.0,188.00000000046566,3000.0,341.0,311.0,535.0,2430.0,370.0,0.0
2015-10-26 07:00:00,,,2240.0,,,,142.0,40.0,2820.0,183.99999999906868,3670.0,576.0,318.0,1081.0,2580.0,800.0,0.0
2015-10-26 08:00:00,,,2250.0,,,,165.0,50.0,2890.0,186.00000000093132,3930.0,470.00000000046566,308.0,1078.0,2520.0,370.0,0.0
2015-10-26 09:00:00,,,2250.0,,,,632.0,1390.0,3150.0,291.99999999953434,4030.0,545.9999999995343,315.0,1062.0,2560.0,740.0,0.0
2015-10-26 10:00:00,,,6920.0,,,,2822.0,4410.0,4060.0,257.00000000046566,4000.0,619.0000000004657,314.0,1066.0,2580.0,1390.0,0.0
2015-10-26 11:00:00,,,30200.0,,,,3175.0,3650.0,3780.0,341.99999999953434,4640.0,986.9999999990687,314.0,1118.0,2540.0,1420.0,0.0
2015-10-26 12:00:00,,,31200.0,,,,3057.0,3760.0,4070.0,302.00000000046566,4560.0,744.0000000004657,323.0,1166.0,2610.0,1600.0,0.0
2015-10-26 13:00:00,,,26530.0,,,,3080.0,3990.0,4140.0,338.0,4750.0,588.0,315.0,1083.0,2570.0,1780.0,1.0
2015-10-26 14:00:00,,,26450.0,,,,3098.0,3240.0,3960.0,295.0,4590.0,689.9999999995343,319.00000000023283,1091.0,2620.0,1330.0,0.0
2015-10-26 15:00:00,,,27650.0,,,,3570.0,4350.0,4350.0,309.99999999953434,4760.0,574.0000000004657,311.99999999976717,951.0,2480.0,1280.0,0.0
2015-10-26 16:00:00,,,24340.0,,,,3480.0,2930.0,3820.0,412.0,4790.0,768.9999999995343,285.00000000023283,1046.0,2500.0,1380.0,0.0
2015-10-26 17:00:00,,,23600.0,,,,3548.9999999981374,3240.0,4150.0,287.99999999953434,4910.0,554.0000000009313,279.99999999976717,1082.0,2460.0,1490.0,0.0
2015-10-26 18:00:00,,,21920.0,,,,3458.0000000018626,3690.0,4050.0,269.00000000046566,5010.0,477.9999999990687,284.0,1466.0,2630.0,1720.0,0.0
2015-10-26 19:00:00,,,19480.0,,,,3130.0,2680.0,4330.0,290.0,4970.0,456.0000000009313,276.0,1908.0,2710.0,1320.0,0.0
2015-10-26 20:00:00,,,22080.0,,,,3403.0,2830.0,4020.0,302.99999999953434,5030.0,464.99999999953434,284.0,2492.9999999981374,2740.0,1650.0,0.0
2015-10-26 21:00:00,,,24260.0,,,,3066.0,3800.0,3860.0,307.0000000009313,4970.0,457.0,279.00000000023283,2513.0000000018626,2700.0,1470.0,0.0
2015-10-26 22:00:00,,,15440.0,,,,1933.0,1780.0,3450.0,314.99999999953434,4980.0,358.99999999953434,284.99999999976717,2456.0,2820.0,1200.0,1.0
2015-10-26 23:00:00,,,2680.0,,,,69.0,40.0,3060.0,278.00000000046566,4430.0,347.0000000009313,277.0,1292.0,2690.0,280.0,0.0
2015-10-27 00:00:00,,,2480.0,,,,4.999999998137355,50.0,3070.0,268.9999999990687,3780.0,333.99999999953434,272.0,626.0,2570.0,80.0,0.0
2015-10-27 01:00:00,,,2240.0,,,,4.000000001862645,50.0,3030.0,271.00000000046566,3500.0,335.0,280.0,532.0,2580.0,90.0,0.0
2015-10-27 02:00:00,,,2810.0,,,,5.0,40.0,3150.0,267.0,3480.0,338.0,275.0,514.0,2540.0,240.0,0.0
2015-10-27 03:00:00,,,2320.0,,,,5.0,50.0,3120.0,262.0,3950.0,345.0,283.0,523.0,2600.0,100.0,0.0
2015-10-27 04:00:00,,,2200.0,,,,4.0,40.0,2990.0,264.0,3870.0,336.00000000046566,271.0,541.0,2530.0,90.0,0.0
2015-10-27 05:00:00,,,2180.0,,,,5.0,50.0,3020.0,262.00000000046566,3940.0,337.99999999953434,279.00000000023283,534.0,2580.0,90.0,5.0
2015-10-27 06:00:00,,,2180.0,,,,4.0,40.0,3150.0,271.0,3880.0,329.0,272.99999999976717,531.0,2550.0,370.0,0.0
2015-10-27 07:00:00,,,2280.0,,,,141.0,50.0,3180.0,267.9999999990687,4530.0,488.99999999953434,281.0,1067.0,2600.0,470.0,0.0
2015-10-27 08:00:00,,,2290.0,,,,165.0,40.0,3160.0,304.0000000009313,4230.0,345.0,275.0,1011.0,2590.0,770.0,0.0
2015-10-27 09:00:00,,,2740.0,,,,449.0,1230.0,3170.0,466.99999999953434,4310.0,893.0000000009313,279.0,1061.0,2540.0,1690.0,0.0
2015-10-27 10:00:00,,,2240.0,,,,2698.9999999981374,5450.0,3550.0,392.0,3740.0,1075.9999999990687,230.0,1128.9999999981374,2570.0,1340.0,1.0
2015-10-27 11:00:00,,,34700.0,,,,3146.0000000037253,5190.0,3640.0,373.00000000046566,4010.0,1420.0000000004657,217.0,1061.0000000018626,2550.0,2020.0,2.0
2015-10-27 12:00:00,,,37610.0,,,,3174.9999999981374,5670.0,3680.0,310.99999999953434,3810.0,970.0,350.99999999976717,1098.0,2610.0,1020.0,4.999999999883585
2015-10-27 13:00:00,,,34820.0,,,,3667.0,6150.0,3790.0,375.0,3900.0,736.0,336.00000000023283,1184.0,2560.0,1630.0,2.0000000001164153
2015-10-27 14:00:00,,,33480.0,,,,3279.0,5480.0,3850.0,334.0,4080.0,698.0,343.0,1302.0,2590.0,1500.0,1.0
2015-10-27 15:00:00,,,29690.0,,,,3133.0,7010.0,4260.0,380.0,4580.0,763.0,338.00000000023283,1293.0,2550.0,1230.0,1.0000000001164153
2015-10-27 16:00:00,,,27480.0,,,,3640.0,5720.0,3720.0,435.00000000046566,5070.0,675.0,341.99999999976717,1321.0,2600.0,1210.0,0.9999999997671694
2015-10-27 17:00:00,,,26690.0,,,,3236.0,5610.0,3990.0,345.99999999953434,5420.0,580.0,339.0,1275.0,2570.0,1770.0,1.0000000001164153
2015-10-27 18:00:00,,,22490.0,,,,3138.0,4290.0,3880.0,272.0,5550.0,480.0,349.0,1577.0,2740.0,1060.0,0.0
